entry_fee_foreign_inr,open_hours_tue,description,open_hours_sat,last_verified,famous_for,access,entry_fee_child_indian_inr,connectivity,district,distance_from,visitor_tips,tips,seasonal_hours,nearby_attractions,suitable_for,lng,food_specialties,entry_fee_adult,aka,entry_fee_adult_indian_inr,open_hours_sun,stay_and_food,accessibility,taluka,avg_visit_mins,open_hours_fri,entry_fee_camera_fee_inr,open_hours_mon,temple,name,best_months,entry_fee_child,open_hours_wed,state,location,notes,id,lat,rating,city,type,village,disclaimer,entry_fee_foreign,open_hours_thu,festival_crowds,heritage,fees,darshan_timings,country,highlights,tags
,05:30-22:00,"A major Hanuman temple located within the Ahmedabad Cantonment at Shahibaug, noted for heavy footfall on Tuesdays and Saturdays, disciplined queues, and security protocols due to its setting inside a military area.","06:00-12:00,16:00-22:00",2025-09-01,"Hanuman darshan, Tuesday/Saturday aartis, cantonment discipline",,,,,,,,,"['Sardar Vallabhbhai Patel National Memorial', 'Sabarmati Riverfront', 'Calico Museum of Textiles', 'Hutheesing Jain Temple']","['pilgrims', 'family', 'seniors', 'solo', 'group', 'friends']",72.5927,,0,,,"06:00-12:00,16:00-21:00",,"{'wheelchair': True, 'public_transport': True, 'parking': False}",,45,"06:00-12:00,16:00-21:00",,"06:00-12:00,16:00-21:00",,Shree Camp Hanuman Mandir,"Nov, Dec, Jan, Feb, Mar",0,"06:00-12:00,16:00-21:00",Gujarat,,Located inside a military cantonment; carry valid photo ID and expect security checks. Peak crowds on Tuesdays and Saturdays; photography may be restricted.,P_00028,23.0607,4.5,Ahmedabad,temple,,,0,"06:00-12:00,16:00-21:00",,,,,India,,"Hindu temple, Hanuman, pilgrimage, devotional"
,10:30-18:00,"A modernist city museum designed by Le Corbusier at Paldi, conceived as a ‘Museum of Knowledge’, showcasing Ahmedabad’s history, culture, industry, and architecture; the campus also houses the Kite (Patang) Museum in the same complex.",10:30-18:00,2025-09-01,"Le Corbusier’s design, city heritage exhibits, adjacent Kite Museum, Ellis Bridge foundation block display",,,,,,,,,"['Kite Museum (Sanskar Kendra)', 'Amdavad ni Gufa', 'Law Garden Night Market', 'Sabarmati Riverfront']","['family', 'kids', 'seniors', 'solo', 'friends', 'group', 'architecture students', 'educational']",72.5694,,0,,,10:30-18:00,,"{'wheelchair': True, 'public_transport': True, 'parking': 'limited'}",,60,10:30-18:00,,Closed,,Sanskar Kendra (City Museum),"Nov, Dec, Jan, Feb, Mar",0,10:30-18:00,Gujarat,,Occasional renovations or closures may affect access; timings can vary on public holidays; combine visit with the Kite Museum in the same complex.,P_00029,23.0131,4.4,Ahmedabad,museum,,,0,10:30-18:00,,,,,India,,"city museum, Le Corbusier, architecture, culture, history, kites"
,08:00-18:00,"An Indus Valley Civilization site about 80–85 km from Ahmedabad, famed for a planned Harappan township, bead-making workshops, warehouses, and a rectangular basin identified as an ancient dock linked to an old course of the Sabarmati River; includes an on-site Archaeological Museum.",08:00-18:00,2025-09-01,"Harappan dockyard, bead factory, grid-planned streets, drainage and wells, ASI museum",,,,,,,,,"['Dholka town', 'Sarkhej Roza (Ahmedabad)', 'Calico Museum of Textiles (Ahmedabad)']","['history-buffs', 'educational', 'solo', 'group', 'photographers', 'families']",72.2486,,0,,,08:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,08:00-18:00,,08:00-18:00,,Lothal (Harappan Port-Town),"Nov, Dec, Jan, Feb, Mar",0,08:00-18:00,Gujarat,,"Museum generally operates roughly 10:00–17:00 and is commonly closed on Fridays; the site is exposed with limited shade—carry water, a hat, and sturdy footwear; limited signage on-site, so background reading enhances the visit.",P_00030,22.522,4.5,Dholka Taluka (near Ahmedabad),archaeological_site,,,0,08:00-18:00,,,,,India,,"Indus Valley Civilization, Harappan, archaeology, museum, heritage"
,08:00-18:00,"An 11th‑century stepwell on the banks of the Saraswati River, attributed to Queen Udayamati in memory of King Bhima I, celebrated for its inverted‑temple concept, seven terraced levels, and hundreds of exquisitely carved sculptures of deities and motifs; a UNESCO World Heritage Site since 2014.",08:00-18:00,2025-09-01,"inverted temple design, seven levels of sculptures, UNESCO inscription (2014), Maru‑Gurjara craftsmanship",,,,,,,,,"['Patan Patola Heritage (double ikat)', 'Sahasralinga Talav', 'Modhera Sun Temple']","['family', 'seniors', 'solo', 'group', 'photographers', 'history-buffs', 'educational']",72.1017,,40,,,08:00-18:00,,"{'wheelchair': 'partial', 'public_transport': True, 'parking': True}",,90,08:00-18:00,,08:00-18:00,,Rani ki Vav (Queen’s Stepwell),"Nov, Dec, Jan, Feb, Mar",0,08:00-18:00,Gujarat,,Best light is morning or late afternoon; some lower tiers involve stairs without handrails; tickets typically available on-site or via ASI portal; modest attire and care around carvings recommended.,P_00031,23.8589,4.8,Patan,heritage,,,600,08:00-18:00,,,,,India,,"stepwell, UNESCO, architecture, history, Maru-Gurjara"
,06:00-18:00,"An early 11th-century temple complex dedicated to Surya, attributed to Bhima I of the Chaulukya (Solanki) dynasty, famed for its east‑aligned plan, the grand stepped Suryakund with shrines, the intricately carved Sabha Mandap, and the Gudha Mandap whose sanctum aligns with the equinox sunrise.",06:00-18:00,2025-09-01,"Suryakund stepped tank, Sabha Mandap carvings, equinox sunlight alignment, Chaulukya-era craftsmanship",,,,,,,,,"['Rani ki Vav (Patan)', 'Sahasralinga Talav', 'Patan Patola Heritage Museum']","['family', 'seniors', 'solo', 'group', 'photographers', 'history-buffs', 'educational']",72.1409,,25,,,06:00-18:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,90,06:00-18:00,,06:00-18:00,,"Sun Temple, Modhera","Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Best light in early morning and late afternoon; large open site with limited shade—carry sun protection and water; cultural light-and-sound or dance events are occasionally hosted seasonally.,P_00032,23.5946,4.8,Modhera,heritage,,,300,06:00-18:00,,,,,India,,"temple, Sun god, Maru-Gurjara, UNESCO tentative, architecture, history"
,06:00-22:00,"A landscaped garden within the Kankaria Lake campus featuring manicured lawns, flower beds, fountains, heritage ruins as decor elements, lake views, and easy access to nearby attractions like Butterfly Park and the lake promenade.",06:00-22:00,2025-09-01,"lake views, lawns and fountains, proximity to Kankaria attractions",,,,,,,,,"['Kankaria Lake', 'Kamla Nehru Zoo', 'Nagina Wadi', 'Butterfly Park']","['family', 'kids', 'seniors', 'solo', 'friends', 'group', 'photographers', 'nature']",72.6019,,0,,,06:00-22:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,06:00-22:00,,06:00-22:00,,One Tree Hill Garden,"Nov, Dec, Jan, Feb, Mar",0,06:00-22:00,Gujarat,,Part of the Kankaria Lake complex; evenings are livelier and more crowded; some attractions inside Kankaria have separate tickets and timings.,P_00033,23.006,4.4,Ahmedabad,park,,,0,06:00-22:00,,,,,India,,"garden, lakefront, Kankaria, walking, family, photography"
,06:00-22:00,"An iconic pedestrian-only truss bridge on the Sabarmati Riverfront, inspired by the city’s kite festival, featuring colorful tensile canopies, LED illumination, and dual-level connections between the upper and lower promenades.",06:00-22:00,2025-09-01,"kite-inspired design, LED night views, Sabarmati Riverfront vistas, glass-floored view points",,,,,,,,,"['Sabarmati Riverfront Flower Garden', 'Event Ground (Riverfront)', 'Ellis Bridge', 'Sardar Bridge']","['family', 'kids', 'seniors', 'solo', 'friends', 'group', 'photographers', 'evening walks']",72.5754,,0,,,06:00-22:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,06:00-22:00,,06:00-22:00,,Atal Pedestrian Bridge (Atal Bridge),"Nov, Dec, Jan, Feb, Mar",0,06:00-22:00,Gujarat,,Evenings are most scenic and crowded; occasional ticketed entry or crowd control during peak events; access available from both upper and lower promenades.,P_00034,23.0165,4.6,Ahmedabad,landmark,,,0,06:00-22:00,,,,,India,,"riverfront, pedestrian bridge, architecture, night lights, photography"
,17:00-23:00,"A bustling evening bazaar around Law Garden known for mirror‑work garments, bandhani fabrics, kutchi handicrafts, costume jewellery, and a parallel street‑food lane; liveliest during Navratri with extended hours and festive crowds.",17:00-23:59,2025-09-01,"mirror-work chaniya cholis, bandhani sarees, handcrafted jewelry, Gujarati street food",,,,,,,,,"['Parimal Garden', 'Amdavad ni Gufa', 'Sabarmati Riverfront', 'Manek Chowk']","['shoppers', 'foodies', 'friends', 'family', 'solo', 'photographers']",72.5608,,0,,,17:00-23:00,,"{'wheelchair': True, 'public_transport': True, 'parking': False}",,90,17:00-23:59,,17:00-23:00,,Law Garden Night Market,"Sep, Oct, Nov, Dec, Jan, Feb, Mar",0,17:00-23:00,Gujarat,,Bargaining is expected; carry cash as some stalls are offline; gets crowded after 8 PM and during Navratri; watch for traffic along the market lanes.,P_00035,23.0264,4.4,Ahmedabad,market,,,0,17:00-23:00,,,,,India,,"night market, shopping, handicrafts, street food, bargaining"
,10:00-20:00,"A busy old-city locality named after the former Lal Darwaza gate near Bhadra Fort; today known for its crowded street markets, bargain shopping, and proximity to landmarks like Sidi Saiyyed Mosque, Teen Darwaza, and the Bhadra precinct.",10:00-20:00,2025-09-01,"budget shopping, old-city bazaars, proximity to Bhadra Fort and Teen Darwaza",,,,,,,,,"['Bhadra Fort', 'Teen Darwaza', 'Sidi Saiyyed Mosque', 'Manek Chowk', 'Jama Masjid']","['shoppers', 'friends', 'group', 'solo', 'photographers', 'history-buffs']",72.5899,,0,,,10:00-20:00,,"{'wheelchair': 'partial', 'public_transport': True, 'parking': False}",,90,10:00-20:00,,10:00-20:00,,Lal Darwaja (Market Area & Historic Gate),"Nov, Dec, Jan, Feb, Mar",0,10:00-20:00,Gujarat,,Area is very crowded and traffic-heavy; bargaining is common; watch belongings; some historical gate structures in this zone are altered or lost—focus visits on surviving monuments nearby.,P_00036,23.019,4.3,Ahmedabad,market_square,,,0,10:00-20:00,,,,,India,,"market, heritage, gateway, shopping, street food"
,10:00-20:00,"A long‑established handicrafts showroom (est. 1973) renowned for a wide range of Indian artisanal works including brass and copperware, marble and wood sculptures, swings (jhoolas), temples, paintings, and gift items, popular with residents and visitors alike.",10:00-20:00,2025-09-01,"brass and marble artifacts, Sankheda swings, pooja temples, paintings and decor",,,,,,,,,"['Sabarmati Riverfront', 'Sardar Vallabhbhai Patel National Memorial', 'Calico Museum of Textiles', 'Hutheesing Jain Temple']","['shoppers', 'family', 'friends', 'solo', 'design-lovers']",72.5738,,0,,,10:00-18:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,10:00-20:00,,10:00-20:00,,Kapasi Handicrafts Emporium,All year,0,10:00-20:00,Gujarat,,Located near Ashram Road/Income Tax area; product range and timings can vary during festivals; packing and shipping options often available on request.,P_00037,23.0412,4.5,Ahmedabad,store,,,0,10:00-20:00,,,,,India,,"handicrafts, home decor, art, gifting, souvenirs"
,10:30-17:30,"A premier art and Indology museum within the L.D. Institute of Indology campus, showcasing Jain manuscripts, miniature paintings, sculptures from early to medieval India, coins, woodwork, beadwork, and the renowned N.C. Mehta collection of miniatures.",10:30-17:30,2025-09-01,"Jain manuscripts, N.C. Mehta miniature paintings, Indian sculptures, conservation lab",,,,,,,,,"['NC Mehta Gallery', 'Gujarat University area', 'Amdavad ni Gufa', 'Sabarmati Riverfront']","['educational', 'art-lovers', 'history-buffs', 'students', 'family', 'solo', 'group']",72.5498,,0,,,10:30-17:30,,"{'wheelchair': True, 'public_transport': True, 'parking': False}",,90,10:30-17:30,,Closed,,Lalbhai Dalpatbhai Museum (LD Museum),"Nov, Dec, Jan, Feb, Mar",0,10:30-17:30,Gujarat,,Free entry; closed on Mondays and public holidays; bags and water bottles may need to be deposited at the baggage counter; photography is typically not permitted inside galleries.,P_00038,23.0331,4.6,Ahmedabad,museum,,,0,10:30-17:30,,,,,India,,"art, manuscripts, sculpture, miniature paintings, Indology"
,06:00-21:00,"A 15th‑century mausoleum near the east gate of Jama Masjid, housing the tombs of Sultan Ahmad Shah I (founder of Ahmedabad) at the center, with his son Muhammad Shah II and grandson Qutb‑ud‑Din Ahmad Shah II flanking him; renowned for serene interiors, carved stone jaalis, and the continuing naubat drumming tradition at set times.",06:00-21:00,2025-09-01,"Badshah no Hajiro cenotaphs, intricate lattice windows, daily naubat (drum and shehnai) tradition, proximity to Manek Chowk and Jama Masjid",,,,,,,,,"['Jama Masjid', 'Manek Chowk', 'Teen Darwaza', 'Rani no Hajiro']","['history-buffs', 'photographers', 'solo', 'group', 'family', 'seniors']",72.5858,,0,,,06:00-21:00,,"{'wheelchair': 'partial', 'public_transport': True, 'parking': False}",,30,06:00-21:00,,06:00-21:00,,Ahmad Shah’s Tomb (Badshah no Hajiro),"Nov, Dec, Jan, Feb, Mar",0,06:00-21:00,Gujarat,,Head covering and modest attire are expected; women may face restrictions in the central chamber per local custom; evenings can be crowded due to markets; best visited on foot within the old city.,P_00039,23.0225,4.5,Ahmedabad,heritage,,,0,06:00-21:00,,,,,India,,"tomb, heritage, Indo-Islamic, mausoleum, history"
,08:00-20:00,"A non‑sectarian Trimandir complex near Adalaj on the Ahmedabad–Kalol Highway, featuring idols of Jain, Shaiva, and Vaishnava deities on a single platform with Lord Simandhar Swami at the center, alongside gardens, dining halls, a museum, and a mini‑theatre on the life and teachings associated with Dada Bhagwan.",08:00-20:00,2025-09-01,"Trimandir concept, Simandhar Swami idol, peaceful campus, museum and mini‑theatre",,,,,,,,,"['Adalaj Stepwell', 'Gandhinagar Akshardham', 'Science City (Ahmedabad)', 'Sabarmati Riverfront']","['family', 'seniors', 'pilgrims', 'solo', 'group', 'friends']",72.5665,,0,,,08:00-20:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,90,08:00-20:00,,08:00-20:00,,Dada Bhagwan Temple (Adalaj Trimandir),"Nov, Dec, Jan, Feb, Mar",0,08:00-20:00,Gujarat,,Temple complex includes food court and bookshop; special satsang programs may affect timings; modest attire recommended; allow extra time on weekends and festival days.,P_00040,23.1632,4.6,Adalaj (near Ahmedabad),temple,,,0,08:00-20:00,,,,,India,,"Trimandir, non-sectarian, spiritual, Jain, Vaishnav, Shaiva"
,06:00-18:00,"A seasonal wetland near the village of Vadla, emerging as a quieter alternative to Nal Sarovar, where large flocks of migratory waterbirds gather in winter; expect flamingos, storks, avocets, pintails, shovelers, godwits, and more across expansive shallow lakes and marshes.",06:00-18:00,2025-09-01,"winter migratory birds, quiet birding alternative to Nal Sarovar, wide open wetland vistas",,,,,,,,,"['Nal Sarovar Bird Sanctuary', 'Lothal (Harappan site)', 'Thol Bird Sanctuary']","['birders', 'photographers', 'nature', 'solo', 'group']",72.183,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': False, 'parking': True}",,120,06:00-18:00,,06:00-18:00,,Vadla (Birding Wetland near Nalsarovar),"Dec, Jan, Feb",0,06:00-18:00,Gujarat,,"Road access can be rough; arrive at sunrise for best sightings and light; carry water, snacks, sun protection, and binoculars; no formal facilities on site; respect wildlife and avoid disturbing flocks.",P_00041,22.901,4.4,Vadla (near Ahmedabad),nature,,,0,06:00-18:00,,,,,India,,"birdwatching, wetland, migratory birds, nature, photography"
,"06:00-12:30,14:00-22:30","A historic British‑era public garden at the east end of Ellis Bridge, formerly called Victoria Garden and now renovated as Lokmanya Tilak Garden, featuring lawns, a restored bandstand, forest walk, maze garden, children’s play area, and memorials linked to the city’s civic history.","06:00-12:30,14:00-22:30",2025-09-01,"colonial-era origins, restored bandstand, maze garden, proximity to Ellis Bridge",,,,,,,,,"['Ellis Bridge', 'Sabarmati Riverfront', 'Bhadra Fort', 'Teen Darwaza', 'Sanskar Kendra']","['family', 'kids', 'seniors', 'solo', 'friends', 'group', 'photographers', 'nature']",72.5792,,0,,,"06:00-12:30,14:00-22:30",,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,"06:00-12:30,14:00-22:30",,"06:00-12:30,14:00-22:30",,Lokmanya Tilak Garden (Victoria Garden),"Nov, Dec, Jan, Feb, Mar",0,"06:00-12:30,14:00-22:30",Gujarat,,"Renovated with improved paths, seating, and amenities; evenings are pleasant and busier; occasional community events may extend crowd levels and closing control.",P_00042,23.0214,4.4,Ahmedabad,park,,,0,"06:00-12:30,14:00-22:30",,,,,India,,"garden, heritage, Ellis Bridge, walkways, family"
,"05:00-12:00,16:00-22:00","A neighborhood green space in Paldi (Dungarshinagar/Shantivan area) with tree‑lined walking tracks, lawns, benches, and a kids’ play zone; popular for morning and evening walks in a calm residential setting.","05:00-12:00,16:00-22:00",2025-09-01,"quiet walking tracks, residential park setting, kids’ play area",,,,,,,,,"['Law Garden Night Market', 'Parimal Garden', 'Sanskar Kendra', 'Amdavad ni Gufa']","['family', 'kids', 'seniors', 'solo', 'friends', 'group', 'nature']",72.5594,,0,,,"05:00-12:00,16:00-22:00",,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,"05:00-12:00,16:00-22:00",,"05:00-12:00,16:00-22:00",,Dhanvantari Garden (Dhanvantari Ayurvedic Udyan),"Nov, Dec, Jan, Feb, Mar",0,"05:00-12:00,16:00-22:00",Gujarat,,Typical two‑slot timings with midday closure; evenings can be busier; limited shade in summer afternoons; basic amenities available nearby in the Paldi locality.,P_00043,23.0038,4.3,Ahmedabad,park,,,0,"05:00-12:00,16:00-22:00",,,,,India,,"garden, walking, jogging, Paldi, family"
,06:00-19:30,"A spacious neighborhood park in Bodakdev with well‑kept lawns, tall shade trees, flower beds, walking tracks, and benches, offering a calm green break amid western Ahmedabad’s residential blocks.",06:00-19:30,2025-09-01,"quiet lawns, tree shade, easy walking loops",,,,,,,,,"['Vastrapur Lake', 'Ahmedabad One Mall', 'ISKCON Temple', 'Thaltej Shilaj Road eateries']","['family', 'kids', 'seniors', 'solo', 'friends', 'group', 'nature']",72.5225,,0,,,06:00-19:30,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,06:00-19:30,,06:00-19:30,,AUDA Garden (Bodakdev),"Nov, Dec, Jan, Feb, Mar",0,06:00-19:30,Gujarat,,Typical morning–evening park usage; afternoons are hotter with less crowd; amenities nearby in Bodakdev; minor variations in hours may occur on holidays.,P_00044,23.0515,4.3,Ahmedabad,park,,,0,06:00-19:30,,,,,India,,"garden, walking, jogging, family, Bodakdev"
,"06:00-12:00,16:00-22:00","A neighborhood park in the Usmanpura/Shanti Nagar area near Ashram Road, with tree-lined paths, lawns, fountains and a small water feature, children’s play equipment, and benches—popular for relaxed evening strolls and morning walks in a central-city setting.","06:00-12:00,16:00-22:00",2025-09-01,"central location near Ashram Road, pleasant walking tracks, family-friendly ambience",,,,,,,,,"['Sabarmati Riverfront', 'Gandhi Ashram', 'Sidi Saiyyed Mosque', 'Law Garden Night Market']","['family', 'kids', 'seniors', 'solo', 'friends', 'group', 'nature']",72.5719,,0,,,"06:00-12:00,16:00-22:00",,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,"06:00-12:00,16:00-22:00",,"06:00-12:00,16:00-22:00",,Usmanpura Garden,"Nov, Dec, Jan, Feb, Mar",0,"06:00-12:00,16:00-22:00",Gujarat,,Typical split timings with midday closure; evenings draw more visitors; limited shade during summer afternoons; basic refreshments available along Ashram Road.,P_00045,23.0456,4.3,Ahmedabad,park,,,0,"06:00-12:00,16:00-22:00",,,,,India,,"garden, walking, jogging, family, Usmanpura"
,"06:00-12:00,14:00-22:00","A landscaped neighborhood park around a small lake on Sindhu Bhavan Road (Thaltej), with tree‑lined walking tracks, flower beds, fountains, a children’s play area, and birdlife around the water—popular for morning jogs and relaxed evening strolls.","06:00-12:00,14:00-22:00",2025-09-01,"lakefront walks, green lawns and fountains, family-friendly ambience",,,,,,,,,"['Sundarvan', 'Vastrapur Lake', 'AUDA Garden (Bodakdev)', 'Thaltej–Sindhu Bhavan eateries']","['family', 'kids', 'seniors', 'solo', 'friends', 'group', 'nature']",72.4944,,0,,,"06:00-12:00,14:00-22:00",,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,"06:00-12:00,14:00-22:00",,"06:00-12:00,14:00-22:00",,Gotila Garden-Talav,"Nov, Dec, Jan, Feb, Mar",0,"06:00-12:00,14:00-22:00",Gujarat,,Evenings and winter mornings are most pleasant; limited shade in summer afternoons; occasional maintenance or events may affect fountain operations and access.,P_00046,23.0398,4.4,Ahmedabad,park,,,0,"06:00-12:00,14:00-22:00",,,,,India,,"garden, lake, walking, Thaltej, family, photography"
,"05:00-12:00,14:00-22:00","A neighborhood park near Bansidhar Society in Vasna featuring leafy walking loops, lawns, benches, and a kids’ play zone; popular with local residents for relaxed morning and evening strolls in a calm residential setting.","05:00-12:00,14:00-22:00",2025-09-01,"quiet walking tracks, family-friendly ambience, residential locality access",,,,,,,,,"['Law Garden Night Market', 'Parimal Garden', 'Sanskar Kendra', 'Sabarmati Riverfront']","['family', 'kids', 'seniors', 'solo', 'friends', 'group', 'nature']",72.5579,,0,,,"05:00-12:00,14:00-22:00",,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,"05:00-12:00,14:00-22:00",,"05:00-12:00,14:00-22:00",,Bansidhar Garden,"Nov, Dec, Jan, Feb, Mar",0,"05:00-12:00,14:00-22:00",Gujarat,,Typical split timings with a midday closure; evenings see higher footfall; limited shade in summer afternoons; basic refreshments available in the Vasna area.,P_00047,23.0019,4.3,Ahmedabad,park,,,0,"05:00-12:00,14:00-22:00",,,,,India,,"garden, walking, jogging, Vasna, family"
,10:00-20:30,"A leisure complex on the Sarkhej–Sanand Highway combining a snow park with amusement rides and a small water area, known for activities like bumper cars, joy trains, aqua ball/roller, slingshot, ATV, and seasonal events, with basic dining and parking facilities on site.",10:00-20:30,2025-09-01,"indoor snow zone, family rides, party plot/events",,,,,,,,,"['Aaryans Sports Academy area', 'Sarkhej Roza', 'Karnavati Club zone', 'Prahladnagar eateries']","['family', 'kids', 'friends', 'group', 'couple']",72.4938,,220,,,10:00-20:30,,"{'wheelchair': True, 'public_transport': 'partial', 'parking': True}",,180,10:00-20:30,,10:00-20:30,,Maniar’s Wonderland (Snow & Amusement Park),"Nov, Dec, Jan, Feb, Mar",180,10:00-20:30,Gujarat,,"Some sources report operational changes or temporary closure; verify current status, pricing, and ride availability before visiting. Snow park typically charges separately and provides winter gear; individual ride charges may apply beyond entry.",P_00048,22.9827,4.2,Ahmedabad,amusement_park,,,220,10:00-20:30,,,,,India,,"theme park, snow park, amusement, family, rides"
,10:00-17:00,"A sprawling 75-acre water park and resort set amid greenery in Amipura, Mehsana district, just off the Ahmedabad-Mehsana highway. Featuring high-adrenaline slides, wave pool, splash pad, lazy river, rain dance, children's areas, and a resort offering cottages, suites, and restaurants; also hosts large weddings and corporate events.",10:00-17:00,2025-09-01,"variety of water slides, wave pool, resort stay & cottages, wedding/events venue",,,,,,,,,"['Sun Temple Modhera', 'Bahucharaji Temple', 'Mehsana city']","['family', 'kids', 'group', 'friends', 'wedding', 'corporate']",72.4139,,1000,,,10:00-17:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,300,10:00-17:00,,10:00-17:00,,Shanku’s Water Park (Shanku's Water World Resort),"Mar, Apr, May, Sep, Oct",1000,10:00-17:00,Gujarat,,"Entry fee Rs. 1000 (Mon–Sat), Rs. 1200 (Sun). Swimsuits available for rent; lockers, towels, food options on site. Weekends, school vacations, and holidays are peak times—arrive early. Easy to reach by highway bus, cab, or private car. Resort stay bookable separately.",P_00049,23.7865,4.2,Mehsana (near Ahmedabad),amusement_park,,,1000,10:00-17:00,,,,,India,,"water park, resort, family, rides, events, destination"
,10:00-17:00,"A 12‑acre water and amusement park on Sarkhej–Sanand Road (Telav–Kolat area) offering 25+ water slides and attractions including a wave pool, lazy river, aqua dance, artificial waterfall, and a small amusement section that typically operates in the evening slot.",10:00-17:00,2025-09-01,"wave pool, artificial waterfall, lazy river, aqua dance",,,,,,,,,"['Sarkhej Roza', 'Maniar’s Wonderland', 'Prahladnagar eateries', 'Vastrapur Lake']","['family', 'kids', 'friends', 'group']",72.4575,,600,,,10:00-17:00,,"{'wheelchair': True, 'public_transport': 'partial', 'parking': True}",,240,10:00-17:00,,10:00-17:00,,Splash The Fun World,"Mar, Apr, May, Sep, Oct",500,10:00-17:00,Gujarat,,"Some sources report intermittent closures or operational changes; confirm current status, timings, and pricing before visiting. Amusement rides may run in a separate evening window with per‑ride charges; swimwear, locker, and food services available on site.",P_00050,22.973,4.1,Ahmedabad,amusement_park,,,600,10:00-17:00,,,,,India,,"water park, rides, family, wave pool, lazy river"
,10:30-17:30,"A large water and adventure park set along the Gandhinagar–Mahudi Highway at Amarapur, featuring big slides like Mississippi and Safe Cyclone, wave pool, rain dance, artificial waterfall, fog and snowfall zones, kids’ areas, cafeteria, and event facilities within an expansive green campus.",10:30-17:30,2025-09-01,"Mississippi slide, wave pool, rain dance, snow/fog zones, large green campus",,,,,,,,,"['Amarnath Dham (Amarapur)', 'Gandhinagar Akshardham', 'Indroda Nature Park', 'Modhera Sun Temple']","['family', 'kids', 'friends', 'group', 'school trips', 'corporate outings']",72.7075,,500,,,10:30-17:30,,"{'wheelchair': True, 'public_transport': 'partial', 'parking': True}",,300,10:30-17:30,,10:30-17:30,,Swapna Srushti Water Park,"Mar, Apr, May, Sep, Oct, Nov, Feb",400,10:30-17:30,Gujarat,,"Swimsuits, lockers, and towels available on rent; weekends and holidays are peak—arrive early. Operating details and prices may change seasonally; verify current status before visiting.",P_00051,23.2416,4.1,Amarapur (near Gandhinagar/Ahmedabad),amusement_park,,,500,10:30-17:30,,,,,India,,"water park, family, rides, wave pool, day outing"
,06:00-17:30,"Gujarat’s largest wetland bird reserve about 64–70 km from Ahmedabad, centered on a 120.8 sq km shallow lake and marshes with 36+ islets, noted for winter migratory flocks of flamingos, pelicans, ducks, geese, storks, herons, and over 250 species; declared a sanctuary in 1969 and a Ramsar site in 2012.",06:00-17:30,2025-09-01,"migratory flamingos and pelicans, country boat safaris, sunrise birding, vast shallow wetlands",,,,,,,,,"['Vadla Wetland', 'Lothal (Harappan site)', 'Thol Bird Sanctuary', 'Bagodara']","['birders', 'photographers', 'nature', 'family', 'solo', 'group']",72.033,,50,,,06:00-17:30,,"{'wheelchair': 'partial', 'public_transport': False, 'parking': True}",,180,06:00-17:30,,06:00-17:30,,Nal Sarovar Bird Sanctuary,"Nov, Dec, Jan, Feb",30,06:00-17:30,Gujarat,,"Arrive at sunrise for peak sightings; boat rides are paid separately (shared and private options); carry binoculars, water, sun protection; amenities are basic and cash is useful; operations can vary seasonally and on busy weekends.",P_00052,22.767,4.6,Nalsarovar (near Ahmedabad),nature,,,100,06:00-17:30,,,,,India,,"bird sanctuary, wetland, Ramsar site, boating, birdwatching"
